CS8073	CodeAnalysis\JavaScript\JsTreeWrapper.cs	216
CS8601	CodeAnalysis\UnifiedCodeAnalysisApi.cs	62
CS8601	Core\HybridTrie.cs	246
CS8601	Core\HybridTrie.cs	62
CS8601	Core\MixedSegmenterEnhanced.cs	297
CS8601	Core\MixedSegmenterEnhanced.cs	56
CS8602	CodeAnalysis\CodeMetricsAnalyzer.cs	116
CS8602	CodeAnalysis\ProjectLoader.cs	227
CS8602	CodeAnalysis\RoslynParser.cs	423
CS8602	CodeAnalysis\RoslynRefactoring.cs	127
CS8602	CodeAnalysis\RoslynRefactoring.cs	341
CS8602	CodeAnalysis\RoslynRefactoring.cs	64
CS8602	CodeAnalysis\RoslynSemanticAnalyzer.cs	365
CS8602	CodeAnalysis\RoslynSemanticAnalyzer.cs	399
CS8602	CodeAnalysis\TreeSitter\Adapters\CAdapter.cs	168
CS8602	CodeAnalysis\TreeSitter\Adapters\CppAdapter.cs	168
CS8602	CodeAnalysis\UnifiedCodeAnalysisApi.cs	385
CS8602	Core\DiffOperations.cs	247
CS8602	Core\SkillManager.cs	572
CS8603	CodeAnalysis\CodeAnalysisApi.cs	108
CS8603	CodeAnalysis\CodeAnalysisApi.cs	118
CS8603	CodeAnalysis\CodeAnalysisApi.cs	127
CS8603	CodeAnalysis\CodeAnalysisApi.cs	145
CS8603	CodeAnalysis\CodeAnalysisApi.cs	21
CS8603	CodeAnalysis\CodeAnalysisApi.cs	39
CS8603	CodeAnalysis\CodeAnalysisApi.cs	42
CS8603	CodeAnalysis\CodeAnalysisApi.cs	46
CS8603	CodeAnalysis\CodeAnalysisApi.cs	55
CS8603	CodeAnalysis\CodeAnalysisApi.cs	59
CS8603	CodeAnalysis\CodeAnalysisApi.cs	63
CS8603	CodeAnalysis\CodeAnalysisApi.cs	79
CS8603	CodeAnalysis\CodeAnalysisApi.cs	83
CS8603	CodeAnalysis\CodeMetricsAnalyzer.cs	30
CS8603	CodeAnalysis\JavaScript\JintCodeParser.cs	176
CS8603	CodeAnalysis\JavaScript\JintCodeParser.cs	181
CS8603	CodeAnalysis\ProjectLoader.cs	345
CS8603	CodeAnalysis\RoslynParser.cs	255
CS8603	CodeAnalysis\RoslynParser.cs	261
CS8603	CodeAnalysis\RoslynParser.cs	586
CS8603	CodeAnalysis\TreeSitterCParser.cs	122
CS8603	CodeAnalysis\TreeSitterCParser.cs	128
CS8603	CodeAnalysis\TreeSitterCParser.cs	134
CS8603	CodeAnalysis\TreeSitterCParser.cs	158
CS8603	CodeAnalysis\TreeSitterCParser.cs	269
CS8603	CodeAnalysis\TreeSitterCParser.cs	279
CS8603	CodeAnalysis\TreeSitterCParser.cs	285
CS8603	CodeAnalysis\TreeSitterCParser.cs	305
CS8603	CodeAnalysis\TreeSitterCParser.cs	399
CS8603	CodeAnalysis\TreeSitterCParser.cs	406
CS8603	CodeAnalysis\TreeSitterCParser.cs	417
CS8603	CodeAnalysis\TreeSitterCParser.cs	457
CS8603	CodeAnalysis\TreeSitterCParser.cs	462
CS8603	CodeAnalysis\TreeSitterCppParser.cs	215
CS8603	CodeAnalysis\TreeSitterCppParser.cs	227
CS8603	CodeAnalysis\TreeSitterCppParser.cs	233
CS8603	CodeAnalysis\TreeSitterCppParser.cs	257
CS8603	CodeAnalysis\TreeSitterCppParser.cs	380
CS8603	CodeAnalysis\TreeSitterCppParser.cs	483
CS8603	CodeAnalysis\TreeSitterCppParser.cs	489
CS8603	CodeAnalysis\TreeSitterCppParser.cs	509
CS8603	CodeAnalysis\TreeSitterCppParser.cs	630
CS8603	CodeAnalysis\TreeSitterCppParser.cs	637
CS8603	CodeAnalysis\TreeSitterCppParser.cs	648
CS8603	CodeAnalysis\TreeSitterCppParser.cs	744
CS8603	CodeAnalysis\TreeSitterCppParser.cs	785
CS8603	CodeAnalysis\TreeSitterCppParser.cs	792
CS8603	CodeAnalysis\TreeSitterCppParser.cs	795
CS8603	CodeAnalysis\UnifiedCodeAnalysisApi.cs	129
CS8603	CodeAnalysis\UnifiedCodeAnalysisApi.cs	320
CS8603	CodeAnalysis\UnifiedCodeAnalysisApi.cs	328
CS8603	CodeAnalysis\UnifiedCodeAnalysisApi.cs	345
CS8603	CodeAnalysis\UnifiedCodeAnalysisApi.cs	353
CS8603	Core\DiffOperations.cs	342
CS8603	Core\DiffOperations.cs	441
CS8603	Core\DiffOperations.cs	446
CS8603	Core\ProcessOperations.cs	245
CS8603	Core\ProcessOperations.cs	252
CS8603	Core\ProcessOperations.cs	261
CS8603	Core\ProcessOperations.cs	268
CS8603	Core\SkillManager.cs	472
CS8603	Core\SkillManager.cs	477
CS8603	Core\WebSocketServer.cs	433
CS8603	Utils\JsonHelper.cs	27
CS8603	Utils\JsonHelper.cs	33
CS8603	Utils\JsonHelper.cs	40
CS8603	Utils\JsonHelper.cs	46
CS8604	CodeAnalysis\JavaScript\JintCodeParser.cs	35
CS8604	CodeAnalysis\JavaScript\JintCodeParser.cs	50
CS8604	CodeAnalysis\ProjectLoader.cs	147
CS8604	CodeAnalysis\ProjectLoader.cs	160
CS8604	CodeAnalysis\ProjectLoader.cs	180
CS8604	CodeAnalysis\ProjectLoader.cs	186
CS8604	CodeAnalysis\ProjectLoader.cs	345
CS8604	CodeAnalysis\ProjectLoader.cs	362
CS8604	CodeAnalysis\ProjectLoader.cs	95
CS8604	CodeAnalysis\RoslynSemanticAnalyzer.cs	107
CS8604	CodeAnalysis\RoslynSemanticAnalyzer.cs	134
CS8604	CodeAnalysis\RoslynSemanticAnalyzer.cs	189
CS8604	CodeAnalysis\RoslynSemanticAnalyzer.cs	56
CS8604	CodeAnalysis\SmartCodeEditor.cs	263
CS8604	CodeAnalysis\SmartCodeEditor.cs	401
CS8604	Core\AgentCore.cs	113
CS8604	Core\AgentCore.cs	257
CS8604	Core\AgentCore.cs	260
CS8604	Core\AgentCore.cs	262
CS8604	ScriptApi\AgentBridgeApi.cs	40
CS8604	ScriptApi\FrameworkApiAlias.cs	5106
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	1040
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	1064
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	1134
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	1158
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	1228
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	1252
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	175
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	199
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	269
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	293
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	364
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	388
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	458
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	482
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	505
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	529
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	602
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	627
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	700
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	725
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	798
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	823
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	943
CS8604	ScriptApi\UnifiedCodeAnalysisScriptApi.cs	968
CS8618	AgentPlugin.cs	17
CS8618	AgentPlugin.cs	18
CS8618	CodeAnalysis\ProjectLoader.cs	14
CS8618	CodeAnalysis\ProjectLoader.cs	15
CS8618	CodeAnalysis\ProjectLoader.cs	16
CS8618	CodeAnalysis\ProjectLoader.cs	17
CS8618	CodeAnalysis\RoslynRefactoring.cs	386
CS8618	CodeAnalysis\RoslynRefactoring.cs	387
CS8618	CodeAnalysis\RoslynRefactoring.cs	388
CS8618	CodeAnalysis\RoslynRefactoring.cs	395
CS8618	CodeAnalysis\RoslynRefactoring.cs	404
CS8618	CodeAnalysis\RoslynRefactoring.cs	405
CS8618	CodeAnalysis\RoslynSemanticAnalyzer.cs	26
CS8618	CodeAnalysis\RoslynSemanticAnalyzer.cs	515
CS8618	CodeAnalysis\RoslynSemanticAnalyzer.cs	516
CS8618	CodeAnalysis\RoslynSemanticAnalyzer.cs	520
CS8618	CodeAnalysis\RoslynSemanticAnalyzer.cs	526
CS8618	CodeAnalysis\RoslynSemanticAnalyzer.cs	527
CS8618	CodeAnalysis\RoslynSemanticAnalyzer.cs	528
CS8618	CodeAnalysis\RoslynSemanticAnalyzer.cs	529
CS8618	CodeAnalysis\RoslynSemanticAnalyzer.cs	530
CS8618	CodeAnalysis\RoslynSemanticAnalyzer.cs	535
CS8618	CodeAnalysis\RoslynSemanticAnalyzer.cs	538
CS8618	CodeAnalysis\RoslynSemanticAnalyzer.cs	544
CS8618	CodeAnalysis\RoslynSemanticAnalyzer.cs	545
CS8618	CodeAnalysis\RoslynSemanticAnalyzer.cs	546
CS8618	CodeAnalysis\RoslynSemanticAnalyzer.cs	549
CS8618	CodeAnalysis\RoslynSemanticAnalyzer.cs	555
CS8618	CodeAnalysis\RoslynSemanticAnalyzer.cs	558
CS8618	CodeAnalysis\RoslynSemanticAnalyzer.cs	559
CS8618	CodeAnalysis\TreeSitter\Adapters\CAdapter.cs	121
CS8618	CodeAnalysis\TreeSitter\Adapters\CppAdapter.cs	121
CS8618	CodeAnalysis\TreeSitterCParser.cs	20
CS8618	CodeAnalysis\TreeSitterCppParser.cs	20
CS8618	CodeAnalysis\UnifiedCodeAnalysisApi.cs	20
CS8618	CodeAnalysis\UnifiedCodeAnalysisApi.cs	22
CS8618	CodeAnalysis\UnifiedCodeAnalysisApi.cs	24
CS8618	Core\AgentCore.cs	97
CS8618	Core\DiffOperations.cs	1617
CS8618	Core\DiffOperations.cs	1623
CS8618	Core\DiffOperations.cs	1629
CS8618	Core\DiffOperations.cs	1630
CS8618	Core\DiffOperations.cs	1633
CS8618	Core\DiffOperations.cs	1639
CS8618	Core\DiffOperations.cs	1649
CS8618	Core\DiffOperations.cs	1652
CS8618	Core\DiffOperations.cs	1654
CS8618	Core\DiffOperations.cs	1667
CS8618	Core\DiffOperations.cs	1668
CS8618	Core\DiffOperations.cs	1669
CS8618	Core\HybridTrie.cs	27
CS8618	Core\HybridTrie.cs	47
CS8618	Core\HybridTrie.cs	48
CS8618	Core\HybridTrie.cs	77
CS8618	Core\MixedSegmenterEnhanced.cs	140
CS8618	Core\MixedSegmenterEnhanced.cs	29
CS8618	Core\MixedSegmenterEnhanced.cs	43
CS8618	Core\MixedSegmenterEnhanced.cs	44
CS8618	Core\MixedSegmenterEnhanced.cs	454
CS8618	Core\ProcessOperations.cs	328
CS8618	Core\ProcessOperations.cs	329
CS8618	Core\SkillManager.cs	13
CS8618	Core\SkillManager.cs	14
CS8618	Core\SkillManager.cs	15
CS8618	Core\SkillManager.cs	16
CS8618	Core\SkillManager.cs	18
CS8618	Core\SkillManager.cs	19
CS8618	Core\SkillManager.cs	20
CS8618	Core\WebSocketServer.cs	49
CS8618	Models\CodeStructure.cs	102
CS8618	Models\CodeStructure.cs	103
CS8618	Models\CodeStructure.cs	104
CS8618	Models\CodeStructure.cs	105
CS8618	Models\CodeStructure.cs	106
CS8618	Models\CodeStructure.cs	124
CS8618	Models\CodeStructure.cs	155
CS8618	Models\CodeStructure.cs	192
CS8618	Models\CodeStructure.cs	220
CS8618	Models\CodeStructure.cs	260
CS8618	Models\CodeStructure.cs	298
CS8618	Models\CodeStructure.cs	321
CS8618	Models\CodeStructure.cs	322
CS8618	Models\CodeStructure.cs	41
CS8618	Models\CodeStructure.cs	55
CS8618	Models\CodeStructure.cs	56
CS8618	Models\CodeStructure.cs	67
CS8618	Models\CodeStructure.cs	68
CS8618	Models\CodeStructure.cs	69
CS8618	Models\CodeStructure.cs	70
CS8618	Models\CodeStructure.cs	74
CS8618	Models\CodeStructure.cs	85
CS8618	Models\CodeStructure.cs	86
CS8618	Models\CodeStructure.cs	87
CS8618	Models\CodeStructure.cs	88
CS8618	Models\CodeStructure.cs	91
CS8618	Models\FileInfoModel.cs	19
CS8618	Models\UnifiedCodeModel.cs	115
CS8618	Models\UnifiedCodeModel.cs	116
CS8618	Models\UnifiedCodeModel.cs	117
CS8618	Models\UnifiedCodeModel.cs	130
CS8618	Models\UnifiedCodeModel.cs	131
CS8618	Models\UnifiedCodeModel.cs	132
CS8618	Models\UnifiedCodeModel.cs	133
CS8618	Models\UnifiedCodeModel.cs	139
CS8618	Models\UnifiedCodeModel.cs	140
CS8618	Models\UnifiedCodeModel.cs	142
CS8618	Models\UnifiedCodeModel.cs	159
CS8618	Models\UnifiedCodeModel.cs	160
CS8618	Models\UnifiedCodeModel.cs	161
CS8618	Models\UnifiedCodeModel.cs	162
CS8618	Models\UnifiedCodeModel.cs	167
CS8618	Models\UnifiedCodeModel.cs	168
CS8618	Models\UnifiedCodeModel.cs	170
CS8618	Models\UnifiedCodeModel.cs	183
CS8618	Models\UnifiedCodeModel.cs	184
CS8618	Models\UnifiedCodeModel.cs	185
CS8618	Models\UnifiedCodeModel.cs	186
CS8618	Models\UnifiedCodeModel.cs	189
CS8618	Models\UnifiedCodeModel.cs	190
CS8618	Models\UnifiedCodeModel.cs	234
CS8618	Models\UnifiedCodeModel.cs	286
CS8618	Models\UnifiedCodeModel.cs	324
CS8618	Models\UnifiedCodeModel.cs	349
CS8618	Models\UnifiedCodeModel.cs	350
CS8618	Models\UnifiedCodeModel.cs	351
CS8618	Models\UnifiedCodeModel.cs	362
CS8618	Models\UnifiedCodeModel.cs	363
CS8618	Models\UnifiedCodeModel.cs	364
CS8618	Models\UnifiedCodeModel.cs	365
CS8618	Models\UnifiedCodeModel.cs	45
CS8618	Models\UnifiedCodeModel.cs	79
CS8618	Models\UnifiedCodeModel.cs	97
CS8618	Models\UnifiedCodeModel.cs	98
CS8618	Models\UnifiedCodeModel.cs	99
CS8618	ScriptApi\FrameworkApiAlias.cs	1002
CS8618	ScriptApi\FrameworkApiAlias.cs	1003
CS8618	ScriptApi\FrameworkApiAlias.cs	1019
CS8618	ScriptApi\FrameworkApiAlias.cs	1035
CS8618	ScriptApi\FrameworkApiAlias.cs	1051
CS8618	ScriptApi\FrameworkApiAlias.cs	1067
CS8618	ScriptApi\FrameworkApiAlias.cs	1083
CS8618	ScriptApi\FrameworkApiAlias.cs	1099
CS8618	ScriptApi\FrameworkApiAlias.cs	1115
CS8618	ScriptApi\FrameworkApiAlias.cs	1131
CS8618	ScriptApi\FrameworkApiAlias.cs	1147
CS8618	ScriptApi\FrameworkApiAlias.cs	1163
CS8618	ScriptApi\FrameworkApiAlias.cs	1179
CS8618	ScriptApi\FrameworkApiAlias.cs	1195
CS8618	ScriptApi\FrameworkApiAlias.cs	1211
CS8618	ScriptApi\FrameworkApiAlias.cs	1227
CS8618	ScriptApi\FrameworkApiAlias.cs	1243
CS8618	ScriptApi\FrameworkApiAlias.cs	1259
CS8618	ScriptApi\FrameworkApiAlias.cs	1275
CS8618	ScriptApi\FrameworkApiAlias.cs	1291
CS8618	ScriptApi\FrameworkApiAlias.cs	1307
CS8618	ScriptApi\FrameworkApiAlias.cs	1323
CS8618	ScriptApi\FrameworkApiAlias.cs	1339
CS8618	ScriptApi\FrameworkApiAlias.cs	1359
CS8618	ScriptApi\FrameworkApiAlias.cs	1379
CS8618	ScriptApi\FrameworkApiAlias.cs	1399
CS8618	ScriptApi\FrameworkApiAlias.cs	1419
CS8618	ScriptApi\FrameworkApiAlias.cs	1439
CS8618	ScriptApi\FrameworkApiAlias.cs	1459
CS8618	ScriptApi\FrameworkApiAlias.cs	1479
CS8618	ScriptApi\FrameworkApiAlias.cs	1499
CS8618	ScriptApi\FrameworkApiAlias.cs	1520
CS8618	ScriptApi\FrameworkApiAlias.cs	1521
CS8618	ScriptApi\FrameworkApiAlias.cs	1522
CS8618	ScriptApi\FrameworkApiAlias.cs	1542
CS8618	ScriptApi\FrameworkApiAlias.cs	1543
CS8618	ScriptApi\FrameworkApiAlias.cs	1544
CS8618	ScriptApi\FrameworkApiAlias.cs	1568
CS8618	ScriptApi\FrameworkApiAlias.cs	1569
CS8618	ScriptApi\FrameworkApiAlias.cs	1570
CS8618	ScriptApi\FrameworkApiAlias.cs	1597
CS8618	ScriptApi\FrameworkApiAlias.cs	1598
CS8618	ScriptApi\FrameworkApiAlias.cs	1599
CS8618	ScriptApi\FrameworkApiAlias.cs	1615
CS8618	ScriptApi\FrameworkApiAlias.cs	1651
CS8618	ScriptApi\FrameworkApiAlias.cs	1652
CS8618	ScriptApi\FrameworkApiAlias.cs	1653
CS8618	ScriptApi\FrameworkApiAlias.cs	1692
CS8618	ScriptApi\FrameworkApiAlias.cs	1693
CS8618	ScriptApi\FrameworkApiAlias.cs	1714
CS8618	ScriptApi\FrameworkApiAlias.cs	1736
CS8618	ScriptApi\FrameworkApiAlias.cs	1758
CS8618	ScriptApi\FrameworkApiAlias.cs	1786
CS8618	ScriptApi\FrameworkApiAlias.cs	1787
CS8618	ScriptApi\FrameworkApiAlias.cs	1788
CS8618	ScriptApi\FrameworkApiAlias.cs	1789
CS8618	ScriptApi\FrameworkApiAlias.cs	1811
CS8618	ScriptApi\FrameworkApiAlias.cs	1812
CS8618	ScriptApi\FrameworkApiAlias.cs	1813
CS8618	ScriptApi\FrameworkApiAlias.cs	1814
CS8618	ScriptApi\FrameworkApiAlias.cs	1832
CS8618	ScriptApi\FrameworkApiAlias.cs	1833
CS8618	ScriptApi\FrameworkApiAlias.cs	1851
CS8618	ScriptApi\FrameworkApiAlias.cs	1852
CS8618	ScriptApi\FrameworkApiAlias.cs	1870
CS8618	ScriptApi\FrameworkApiAlias.cs	1871
CS8618	ScriptApi\FrameworkApiAlias.cs	1889
CS8618	ScriptApi\FrameworkApiAlias.cs	1890
CS8618	ScriptApi\FrameworkApiAlias.cs	1908
CS8618	ScriptApi\FrameworkApiAlias.cs	1909
CS8618	ScriptApi\FrameworkApiAlias.cs	1927
CS8618	ScriptApi\FrameworkApiAlias.cs	1928
CS8618	ScriptApi\FrameworkApiAlias.cs	1946
CS8618	ScriptApi\FrameworkApiAlias.cs	1947
CS8618	ScriptApi\FrameworkApiAlias.cs	1965
CS8618	ScriptApi\FrameworkApiAlias.cs	1966
CS8618	ScriptApi\FrameworkApiAlias.cs	1982
CS8618	ScriptApi\FrameworkApiAlias.cs	338
CS8618	ScriptApi\FrameworkApiAlias.cs	339
CS8618	ScriptApi\FrameworkApiAlias.cs	368
CS8618	ScriptApi\FrameworkApiAlias.cs	369
CS8618	ScriptApi\FrameworkApiAlias.cs	398
CS8618	ScriptApi\FrameworkApiAlias.cs	399
CS8618	ScriptApi\FrameworkApiAlias.cs	428
CS8618	ScriptApi\FrameworkApiAlias.cs	429
CS8618	ScriptApi\FrameworkApiAlias.cs	458
CS8618	ScriptApi\FrameworkApiAlias.cs	459
CS8618	ScriptApi\FrameworkApiAlias.cs	483
CS8618	ScriptApi\FrameworkApiAlias.cs	484
CS8618	ScriptApi\FrameworkApiAlias.cs	508
CS8618	ScriptApi\FrameworkApiAlias.cs	509
CS8618	ScriptApi\FrameworkApiAlias.cs	533
CS8618	ScriptApi\FrameworkApiAlias.cs	534
CS8618	ScriptApi\FrameworkApiAlias.cs	556
CS8618	ScriptApi\FrameworkApiAlias.cs	580
CS8618	ScriptApi\FrameworkApiAlias.cs	581
CS8618	ScriptApi\FrameworkApiAlias.cs	605
CS8618	ScriptApi\FrameworkApiAlias.cs	606
CS8618	ScriptApi\FrameworkApiAlias.cs	641
CS8618	ScriptApi\FrameworkApiAlias.cs	642
CS8618	ScriptApi\FrameworkApiAlias.cs	677
CS8618	ScriptApi\FrameworkApiAlias.cs	678
CS8618	ScriptApi\FrameworkApiAlias.cs	702
CS8618	ScriptApi\FrameworkApiAlias.cs	718
CS8618	ScriptApi\FrameworkApiAlias.cs	734
CS8618	ScriptApi\FrameworkApiAlias.cs	750
CS8618	ScriptApi\FrameworkApiAlias.cs	766
CS8618	ScriptApi\FrameworkApiAlias.cs	782
CS8618	ScriptApi\FrameworkApiAlias.cs	798
CS8618	ScriptApi\FrameworkApiAlias.cs	816
CS8618	ScriptApi\FrameworkApiAlias.cs	817
CS8618	ScriptApi\FrameworkApiAlias.cs	833
CS8618	ScriptApi\FrameworkApiAlias.cs	849
CS8618	ScriptApi\FrameworkApiAlias.cs	865
CS8618	ScriptApi\FrameworkApiAlias.cs	883
CS8618	ScriptApi\FrameworkApiAlias.cs	884
CS8618	ScriptApi\FrameworkApiAlias.cs	904
CS8618	ScriptApi\FrameworkApiAlias.cs	905
CS8618	ScriptApi\FrameworkApiAlias.cs	925
CS8618	ScriptApi\FrameworkApiAlias.cs	926
CS8618	ScriptApi\FrameworkApiAlias.cs	942
CS8618	ScriptApi\FrameworkApiAlias.cs	958
CS8618	ScriptApi\FrameworkApiAlias.cs	974
CS8618	ScriptApi\WebSocketApi.cs	14
CS8620	ScriptApi\FrameworkApiAlias.cs	2667
CS8622	Core\NativeLibraryLoader.cs	129
CS8625	CodeAnalysis\ICodeParser.cs	14
CS8625	CodeAnalysis\ICodeParser.cs	16
CS8625	CodeAnalysis\ICodeParser.cs	18
CS8625	CodeAnalysis\JavaScript\JintCodeParser.cs	125
CS8625	CodeAnalysis\JavaScript\JintCodeParser.cs	47
CS8625	CodeAnalysis\JavaScript\JintCodeParser.cs	62
CS8625	CodeAnalysis\TreeSitterCParser.cs	44
CS8625	CodeAnalysis\TreeSitterCParser.cs	445
CS8625	CodeAnalysis\TreeSitterCParser.cs	450
CS8625	CodeAnalysis\TreeSitterCppParser.cs	44
CS8625	CodeAnalysis\TreeSitterCppParser.cs	674
CS8625	CodeAnalysis\TreeSitterCppParser.cs	725
CS8625	CodeAnalysis\UnifiedCodeAnalysisApi.cs	1017
